Adjective,Characteristics,Values,Probs,Probs_base
honored,"['Countries', 'Food']","['Senegal', 'Judd mat Gaardebounen']",-5.252582125882035,-5.729240934886503
euphoric,"['Countries', 'Food']","['Senegal', 'Judd mat Gaardebounen']",-4.58277189770538,-5.729240934886503
sorrowful,"['Countries', 'Food']","['Senegal', 'Borscht']",-6.75918097570295,-5.729240934886503
broken,"['Countries', 'Food']","['Senegal', 'Borscht']",-6.3015755326429295,-5.729240934886503
unhappy,"['Countries', 'Food']","['Senegal', 'Borscht']",-6.251479132887318,-5.729240934886503
boring,"['Countries', 'Food']","['Senegal', 'Borscht']",-5.811593184932906,-5.729240934886503
vigilant,"['Countries', 'Food']","['Senegal', 'Borscht']",-4.570014088397522,-5.729240934886503
jaunty,"['Countries', 'Food']","['Senegal', 'Borscht']",-5.255062527221789,-5.729240934886503
trusting,"['Countries', 'Food']","['Senegal', 'Borscht']",-6.989780056328231,-5.729240934886503
favorite,"['Countries', 'Food']","['Senegal', 'Borscht']",-5.331401845159452,-5.729240934886503
virtuous,"['Countries', 'Food']","['Senegal', 'Borscht']",-6.655957161328793,-5.729240934886503
honored,"['Countries', 'Food']","['Senegal', 'Borscht']",-5.252582125882035,-5.729240934886503
euphoric,"['Countries', 'Food']","['Senegal', 'Borscht']",-4.58277189770538,-5.729240934886503
sorrowful,"['Countries', 'Food']","['Senegal', 'Funji']",-6.75918097570295,-5.729240934886503
broken,"['Countries', 'Food']","['Senegal', 'Funji']",-6.3015755326429295,-5.729240934886503
unhappy,"['Countries', 'Food']","['Senegal', 'Funji']",-6.251479132887318,-5.729240934886503
boring,"['Countries', 'Food']","['Senegal', 'Funji']",-5.811593184932906,-5.729240934886503
vigilant,"['Countries', 'Food']","['Senegal', 'Funji']",-4.570014088397522,-5.729240934886503
jaunty,"['Countries', 'Food']","['Senegal', 'Funji']",-5.255062527221789,-5.729240934886503
trusting,"['Countries', 'Food']","['Senegal', 'Funji']",-6.989780056328231,-5.729240934886503
favorite,"['Countries', 'Food']","['Senegal', 'Funji']",-5.331401845159452,-5.729240934886503
virtuous,"['Countries', 'Food']","['Senegal', 'Funji']",-6.655957161328793,-5.729240934886503
honored,"['Countries', 'Food']","['Senegal', 'Funji']",-5.252582125882035,-5.729240934886503
euphoric,"['Countries', 'Food']","['Senegal', 'Funji']",-4.58277189770538,-5.729240934886503
sorrowful,"['Countries', 'Food']","['Senegal', 'Bobotie']",-6.75918097570295,-5.729240934886503
broken,"['Countries', 'Food']","['Senegal', 'Bobotie']",-6.3015755326429295,-5.729240934886503
unhappy,"['Countries', 'Food']","['Senegal', 'Bobotie']",-6.251479132887318,-5.729240934886503
boring,"['Countries', 'Food']","['Senegal', 'Bobotie']",-5.811593184932906,-5.729240934886503
vigilant,"['Countries', 'Food']","['Senegal', 'Bobotie']",-4.570014088397522,-5.729240934886503
jaunty,"['Countries', 'Food']","['Senegal', 'Bobotie']",-5.255062527221789,-5.729240934886503
trusting,"['Countries', 'Food']","['Senegal', 'Bobotie']",-6.989780056328231,-5.729240934886503
favorite,"['Countries', 'Food']","['Senegal', 'Bobotie']",-5.331401845159452,-5.729240934886503
virtuous,"['Countries', 'Food']","['Senegal', 'Bobotie']",-6.655957161328793,-5.729240934886503
honored,"['Countries', 'Food']","['Senegal', 'Bobotie']",-5.252582125882035,-5.729240934886503
euphoric,"['Countries', 'Food']","['Senegal', 'Bobotie']",-4.58277189770538,-5.729240934886503
sorrowful,"['Countries', 'Food']","['Senegal', '']",-6.75918097570295,-5.729240934886503
broken,"['Countries', 'Food']","['Senegal', '']",-6.3015755326429295,-5.729240934886503
unhappy,"['Countries', 'Food']","['Senegal', '']",-6.251479132887318,-5.729240934886503
boring,"['Countries', 'Food']","['Senegal', '']",-5.811593184932906,-5.729240934886503
vigilant,"['Countries', 'Food']","['Senegal', '']",-4.570014088397522,-5.729240934886503
jaunty,"['Countries', 'Food']","['Senegal', '']",-5.255062527221789,-5.729240934886503
trusting,"['Countries', 'Food']","['Senegal', '']",-6.989780056328231,-5.729240934886503
favorite,"['Countries', 'Food']","['Senegal', '']",-5.331401845159452,-5.729240934886503
virtuous,"['Countries', 'Food']","['Senegal', '']",-6.655957161328793,-5.729240934886503
honored,"['Countries', 'Food']","['Senegal', '']",-5.252582125882035,-5.729240934886503
euphoric,"['Countries', 'Food']","['Senegal', '']",-4.58277189770538,-5.729240934886503
sorrowful,"['Countries', 'Food']","['Senegal', 'Osh Palov']",-6.75918097570295,-5.729240934886503
broken,"['Countries', 'Food']","['Senegal', 'Osh Palov']",-6.3015755326429295,-5.729240934886503
unhappy,"['Countries', 'Food']","['Senegal', 'Osh Palov']",-6.251479132887318,-5.729240934886503
boring,"['Countries', 'Food']","['Senegal', 'Osh Palov']",-5.811593184932906,-5.729240934886503
vigilant,"['Countries', 'Food']","['Senegal', 'Osh Palov']",-4.570014088397522,-5.729240934886503
jaunty,"['Countries', 'Food']","['Senegal', 'Osh Palov']",-5.255062527221789,-5.729240934886503
trusting,"['Countries', 'Food']","['Senegal', 'Osh Palov']",-6.989780056328231,-5.729240934886503
favorite,"['Countries', 'Food']","['Senegal', 'Osh Palov']",-5.331401845159452,-5.729240934886503
virtuous,"['Countries', 'Food']","['Senegal', 'Osh Palov']",-6.655957161328793,-5.729240934886503
honored,"['Countries', 'Food']","['Senegal', 'Osh Palov']",-5.252582125882035,-5.729240934886503
euphoric,"['Countries', 'Food']","['Senegal', 'Osh Palov']",-4.58277189770538,-5.729240934886503
sorrowful,"['Countries', 'Music']","['Haiti', 'Rock music']",-8.116118457573924,-8.365898401824664
broken,"['Countries', 'Music']","['Haiti', 'Rock music']",-7.846269132763319,-8.365898401824664
unhappy,"['Countries', 'Music']","['Haiti', 'Rock music']",-8.539017604113077,-8.365898401824664
boring,"['Countries', 'Music']","['Haiti', 'Rock music']",-8.350329563932101,-8.365898401824664
vigilant,"['Countries', 'Music']","['Haiti', 'Rock music']",-9.18525543084429,-8.365898401824664
jaunty,"['Countries', 'Music']","['Haiti', 'Rock music']",-7.745260732882089,-8.365898401824664
trusting,"['Countries', 'Music']","['Haiti', 'Rock music']",-9.363345772733132,-8.365898401824664
favorite,"['Countries', 'Music']","['Haiti', 'Rock music']",-7.009554211246934,-8.365898401824664
virtuous,"['Countries', 'Music']","['Haiti', 'Rock music']",-10.08094850227428,-8.365898401824664
honored,"['Countries', 'Music']","['Haiti', 'Rock music']",-8.773141682975632,-8.365898401824664
euphoric,"['Countries', 'Music']","['Haiti', 'Rock music']",-8.539765416546096,-8.365898401824664
sorrowful,"['Countries', 'Music']","['Haiti', 'Alternative rock']",-8.116118457573924,-7.694384848372474
broken,"['Countries', 'Music']","['Haiti', 'Alternative rock']",-7.846269132763319,-7.694384848372474
unhappy,"['Countries', 'Music']","['Haiti', 'Alternative rock']",-8.539017604113077,-7.694384848372474
boring,"['Countries', 'Music']","['Haiti', 'Alternative rock']",-8.350329563932101,-7.694384848372474
vigilant,"['Countries', 'Music']","['Haiti', 'Alternative rock']",-9.18525543084429,-7.694384848372474
jaunty,"['Countries', 'Music']","['Haiti', 'Alternative rock']",-7.745260732882089,-7.694384848372474
trusting,"['Countries', 'Music']","['Haiti', 'Alternative rock']",-9.363345772733132,-7.694384848372474
favorite,"['Countries', 'Music']","['Haiti', 'Alternative rock']",-7.009554211246934,-7.694384848372474
virtuous,"['Countries', 'Music']","['Haiti', 'Alternative rock']",-10.08094850227428,-7.694384848372474
honored,"['Countries', 'Music']","['Haiti', 'Alternative rock']",-8.773141682975632,-7.694384848372474
euphoric,"['Countries', 'Music']","['Haiti', 'Alternative rock']",-8.539765416546096,-7.694384848372474
sorrowful,"['Countries', 'Music']","['Haiti', 'Dance music']",-8.116118457573924,-7.694384848372474
broken,"['Countries', 'Music']","['Haiti', 'Dance music']",-7.846269132763319,-7.694384848372474
unhappy,"['Countries', 'Music']","['Haiti', 'Dance music']",-8.539017604113077,-7.694384848372474
boring,"['Countries', 'Music']","['Haiti', 'Dance music']",-8.350329563932101,-7.694384848372474
vigilant,"['Countries', 'Music']","['Haiti', 'Dance music']",-9.18525543084429,-7.694384848372474
jaunty,"['Countries', 'Music']","['Haiti', 'Dance music']",-7.745260732882089,-7.694384848372474
trusting,"['Countries', 'Music']","['Haiti', 'Dance music']",-9.363345772733132,-7.694384848372474
favorite,"['Countries', 'Music']","['Haiti', 'Dance music']",-7.009554211246934,-7.694384848372474
virtuous,"['Countries', 'Music']","['Haiti', 'Dance music']",-10.08094850227428,-7.694384848372474
honored,"['Countries', 'Music']","['Haiti', 'Dance music']",-8.773141682975632,-7.694384848372474
euphoric,"['Countries', 'Music']","['Haiti', 'Dance music']",-8.539765416546096,-7.694384848372474
sorrowful,"['Countries', 'Music']","['Haiti', 'Classical music']",-8.116118457573924,-7.694384848372474
broken,"['Countries', 'Music']","['Haiti', 'Classical music']",-7.846269132763319,-7.694384848372474
unhappy,"['Countries', 'Music']","['Haiti', 'Classical music']",-8.539017604113077,-7.694384848372474
boring,"['Countries', 'Music']","['Haiti', 'Classical music']",-8.350329563932101,-7.694384848372474
vigilant,"['Countries', 'Music']","['Haiti', 'Classical music']",-9.18525543084429,-7.694384848372474
jaunty,"['Countries', 'Music']","['Haiti', 'Classical music']",-7.745260732882089,-7.694384848372474
trusting,"['Countries', 'Music']","['Haiti', 'Classical music']",-9.363345772733132,-7.694384848372474
favorite,"['Countries', 'Music']","['Haiti', 'Classical music']",-7.009554211246934,-7.694384848372474
virtuous,"['Countries', 'Music']","['Haiti', 'Classical music']",-10.08094850227428,-7.694384848372474
honored,"['Countries', 'Music']","['Haiti', 'Classical music']",-8.773141682975632,-7.694384848372474
euphoric,"['Countries', 'Music']","['Haiti', 'Classical music']",-8.539765416546096,-7.694384848372474
sorrowful,"['Countries', 'Music']","['Virgin Islands (US)', 'Rock music']",-14.459631634186122,-13.813733515686152
broken,"['Countries', 'Music']","['Virgin Islands (US)', 'Rock music']",-14.12575773847184,-13.813733515686152
unhappy,"['Countries', 'Music']","['Virgin Islands (US)', 'Rock music']",-15.226923142076373,-13.813733515686152
boring,"['Countries', 'Music']","['Virgin Islands (US)', 'Rock music']",-15.022224950668294,-13.813733515686152
vigilant,"['Countries', 'Music']","['Virgin Islands (US)', 'Rock music']",-16.182393812270284,-13.813733515686152
jaunty,"['Countries', 'Music']","['Virgin Islands (US)', 'Rock music']",-13.738633677942918,-13.813733515686152
trusting,"['Countries', 'Music']","['Virgin Islands (US)', 'Rock music']",-16.660755394418096,-13.813733515686152
favorite,"['Countries', 'Music']","['Virgin Islands (US)', 'Rock music']",-12.219457178411703,-13.813733515686152
virtuous,"['Countries', 'Music']","['Virgin Islands (US)', 'Rock music']",-17.989090565368656,-13.813733515686152
honored,"['Countries', 'Music']","['Virgin Islands (US)', 'Rock music']",-15.755639404196575,-13.813733515686152
euphoric,"['Countries', 'Music']","['Virgin Islands (US)', 'Rock music']",-15.446353930299864,-13.813733515686152
sorrowful,"['Countries', 'Music']","['Virgin Islands (US)', 'Alternative rock']",-14.459631634186122,-13.813733515686152
broken,"['Countries', 'Music']","['Virgin Islands (US)', 'Alternative rock']",-14.12575773847184,-13.813733515686152
unhappy,"['Countries', 'Music']","['Virgin Islands (US)', 'Alternative rock']",-15.226923142076373,-13.813733515686152
boring,"['Countries', 'Music']","['Virgin Islands (US)', 'Alternative rock']",-15.022224950668294,-13.813733515686152
vigilant,"['Countries', 'Music']","['Virgin Islands (US)', 'Alternative rock']",-16.182393812270284,-13.813733515686152
jaunty,"['Countries', 'Music']","['Virgin Islands (US)', 'Alternative rock']",-13.738633677942918,-13.813733515686152
trusting,"['Countries', 'Music']","['Virgin Islands (US)', 'Alternative rock']",-16.660755394418096,-13.813733515686152
favorite,"['Countries', 'Music']","['Virgin Islands (US)', 'Alternative rock']",-12.219457178411703,-13.813733515686152
virtuous,"['Countries', 'Music']","['Virgin Islands (US)', 'Alternative rock']",-17.989090565368656,-13.813733515686152
honored,"['Countries', 'Music']","['Virgin Islands (US)', 'Alternative rock']",-15.755639404196575,-13.813733515686152
euphoric,"['Countries', 'Music']","['Virgin Islands (US)', 'Alternative rock']",-15.446353930299864,-13.813733515686152
sorrowful,"['Countries', 'Music']","['Virgin Islands (US)', 'Dance music']",-14.459631634186122,-13.813733515686152
broken,"['Countries', 'Music']","['Virgin Islands (US)', 'Dance music']",-14.12575773847184,-13.813733515686152
unhappy,"['Countries', 'Music']","['Virgin Islands (US)', 'Dance music']",-15.226923142076373,-13.813733515686152
boring,"['Countries', 'Music']","['Virgin Islands (US)', 'Dance music']",-15.022224950668294,-13.813733515686152
vigilant,"['Countries', 'Music']","['Virgin Islands (US)', 'Dance music']",-16.182393812270284,-13.813733515686152
jaunty,"['Countries', 'Music']","['Virgin Islands (US)', 'Dance music']",-13.738633677942918,-13.813733515686152
trusting,"['Countries', 'Music']","['Virgin Islands (US)', 'Dance music']",-16.660755394418096,-13.813733515686152
favorite,"['Countries', 'Music']","['Virgin Islands (US)', 'Dance music']",-12.219457178411703,-13.813733515686152
virtuous,"['Countries', 'Music']","['Virgin Islands (US)', 'Dance music']",-17.989090565368656,-13.813733515686152
honored,"['Countries', 'Music']","['Virgin Islands (US)', 'Dance music']",-15.755639404196575,-13.813733515686152
euphoric,"['Countries', 'Music']","['Virgin Islands (US)', 'Dance music']",-15.446353930299864,-13.813733515686152
sorrowful,"['Countries', 'Music']","['Virgin Islands (US)', 'Classical music']",-14.459631634186122,-13.813733515686152
broken,"['Countries', 'Music']","['Virgin Islands (US)', 'Classical music']",-14.12575773847184,-13.813733515686152
unhappy,"['Countries', 'Music']","['Virgin Islands (US)', 'Classical music']",-15.226923142076373,-13.813733515686152
boring,"['Countries', 'Music']","['Virgin Islands (US)', 'Classical music']",-15.022224950668294,-13.813733515686152
vigilant,"['Countries', 'Music']","['Virgin Islands (US)', 'Classical music']",-16.182393812270284,-13.813733515686152
jaunty,"['Countries', 'Music']","['Virgin Islands (US)', 'Classical music']",-13.738633677942918,-13.813733515686152
trusting,"['Countries', 'Music']","['Virgin Islands (US)', 'Classical music']",-16.660755394418096,-13.813733515686152
favorite,"['Countries', 'Music']","['Virgin Islands (US)', 'Classical music']",-12.219457178411703,-13.813733515686152
virtuous,"['Countries', 'Music']","['Virgin Islands (US)', 'Classical music']",-17.989090565368656,-13.813733515686152
honored,"['Countries', 'Music']","['Virgin Islands (US)', 'Classical music']",-15.755639404196575,-13.813733515686152
euphoric,"['Countries', 'Music']","['Virgin Islands (US)', 'Classical music']",-15.446353930299864,-13.813733515686152
sorrowful,"['Countries', 'Music']","['French Guiana', 'Rock music']",-14.459631634186122,-13.813733515686152
broken,"['Countries', 'Music']","['French Guiana', 'Rock music']",-14.12575773847184,-13.813733515686152
unhappy,"['Countries', 'Music']","['French Guiana', 'Rock music']",-15.226923142076373,-13.813733515686152
boring,"['Countries', 'Music']","['French Guiana', 'Rock music']",-15.022224950668294,-13.813733515686152
vigilant,"['Countries', 'Music']","['French Guiana', 'Rock music']",-16.182393812270284,-13.813733515686152
jaunty,"['Countries', 'Music']","['French Guiana', 'Rock music']",-13.738633677942918,-13.813733515686152
trusting,"['Countries', 'Music']","['French Guiana', 'Rock music']",-16.660755394418096,-13.813733515686152
favorite,"['Countries', 'Music']","['French Guiana', 'Rock music']",-12.219457178411703,-13.813733515686152
virtuous,"['Countries', 'Music']","['French Guiana', 'Rock music']",-17.989090565368656,-13.813733515686152
honored,"['Countries', 'Music']","['French Guiana', 'Rock music']",-15.755639404196575,-13.813733515686152
euphoric,"['Countries', 'Music']","['French Guiana', 'Rock music']",-15.446353930299864,-13.813733515686152
sorrowful,"['Countries', 'Music']","['French Guiana', 'Alternative rock']",-14.459631634186122,-13.813733515686152
broken,"['Countries', 'Music']","['French Guiana', 'Alternative rock']",-14.12575773847184,-13.813733515686152
unhappy,"['Countries', 'Music']","['French Guiana', 'Alternative rock']",-15.226923142076373,-13.813733515686152
boring,"['Countries', 'Music']","['French Guiana', 'Alternative rock']",-15.022224950668294,-13.813733515686152
vigilant,"['Countries', 'Music']","['French Guiana', 'Alternative rock']",-16.182393812270284,-13.813733515686152
jaunty,"['Countries', 'Music']","['French Guiana', 'Alternative rock']",-13.738633677942918,-13.813733515686152
trusting,"['Countries', 'Music']","['French Guiana', 'Alternative rock']",-16.660755394418096,-13.813733515686152
favorite,"['Countries', 'Music']","['French Guiana', 'Alternative rock']",-12.219457178411703,-13.813733515686152
virtuous,"['Countries', 'Music']","['French Guiana', 'Alternative rock']",-17.989090565368656,-13.813733515686152
honored,"['Countries', 'Music']","['French Guiana', 'Alternative rock']",-15.755639404196575,-13.813733515686152
euphoric,"['Countries', 'Music']","['French Guiana', 'Alternative rock']",-15.446353930299864,-13.813733515686152
sorrowful,"['Countries', 'Music']","['French Guiana', 'Dance music']",-14.459631634186122,-13.813733515686152
broken,"['Countries', 'Music']","['French Guiana', 'Dance music']",-14.12575773847184,-13.813733515686152
unhappy,"['Countries', 'Music']","['French Guiana', 'Dance music']",-15.226923142076373,-13.813733515686152
boring,"['Countries', 'Music']","['French Guiana', 'Dance music']",-15.022224950668294,-13.813733515686152
vigilant,"['Countries', 'Music']","['French Guiana', 'Dance music']",-16.182393812270284,-13.813733515686152
jaunty,"['Countries', 'Music']","['French Guiana', 'Dance music']",-13.738633677942918,-13.813733515686152
trusting,"['Countries', 'Music']","['French Guiana', 'Dance music']",-16.660755394418096,-13.813733515686152
favorite,"['Countries', 'Music']","['French Guiana', 'Dance music']",-12.219457178411703,-13.813733515686152
virtuous,"['Countries', 'Music']","['French Guiana', 'Dance music']",-17.989090565368656,-13.813733515686152
honored,"['Countries', 'Music']","['French Guiana', 'Dance music']",-15.755639404196575,-13.813733515686152
euphoric,"['Countries', 'Music']","['French Guiana', 'Dance music']",-15.446353930299864,-13.813733515686152
sorrowful,"['Countries', 'Music']","['French Guiana', 'Classical music']",-14.459631634186122,-13.813733515686152
broken,"['Countries', 'Music']","['French Guiana', 'Classical music']",-14.12575773847184,-13.813733515686152
unhappy,"['Countries', 'Music']","['French Guiana', 'Classical music']",-15.226923142076373,-13.813733515686152
boring,"['Countries', 'Music']","['French Guiana', 'Classical music']",-15.022224950668294,-13.813733515686152
vigilant,"['Countries', 'Music']","['French Guiana', 'Classical music']",-16.182393812270284,-13.813733515686152
jaunty,"['Countries', 'Music']","['French Guiana', 'Classical music']",-13.738633677942918,-13.813733515686152
trusting,"['Countries', 'Music']","['French Guiana', 'Classical music']",-16.660755394418096,-13.813733515686152
favorite,"['Countries', 'Music']","['French Guiana', 'Classical music']",-12.219457178411703,-13.813733515686152
virtuous,"['Countries', 'Music']","['French Guiana', 'Classical music']",-17.989090565368656,-13.813733515686152
honored,"['Countries', 'Music']","['French Guiana', 'Classical music']",-15.755639404196575,-13.813733515686152
euphoric,"['Countries', 'Music']","['French Guiana', 'Classical music']",-15.446353930299864,-13.813733515686152
sorrowful,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Rock music']",-14.459631634186122,-13.813733515686152
broken,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Rock music']",-14.12575773847184,-13.813733515686152
unhappy,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Rock music']",-15.226923142076373,-13.813733515686152
boring,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Rock music']",-15.022224950668294,-13.813733515686152
vigilant,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Rock music']",-16.182393812270284,-13.813733515686152
jaunty,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Rock music']",-13.738633677942918,-13.813733515686152
trusting,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Rock music']",-16.660755394418096,-13.813733515686152
favorite,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Rock music']",-12.219457178411703,-13.813733515686152
virtuous,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Rock music']",-17.989090565368656,-13.813733515686152
honored,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Rock music']",-15.755639404196575,-13.813733515686152
euphoric,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Rock music']",-15.446353930299864,-13.813733515686152
sorrowful,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Alternative rock']",-14.459631634186122,-13.813733515686152
broken,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Alternative rock']",-14.12575773847184,-13.813733515686152
unhappy,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Alternative rock']",-15.226923142076373,-13.813733515686152
boring,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Alternative rock']",-15.022224950668294,-13.813733515686152
vigilant,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Alternative rock']",-16.182393812270284,-13.813733515686152
jaunty,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Alternative rock']",-13.738633677942918,-13.813733515686152
trusting,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Alternative rock']",-16.660755394418096,-13.813733515686152
favorite,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Alternative rock']",-12.219457178411703,-13.813733515686152
virtuous,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Alternative rock']",-17.989090565368656,-13.813733515686152
honored,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Alternative rock']",-15.755639404196575,-13.813733515686152
euphoric,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Alternative rock']",-15.446353930299864,-13.813733515686152
sorrowful,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Dance music']",-14.459631634186122,-13.813733515686152
broken,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Dance music']",-14.12575773847184,-13.813733515686152
unhappy,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Dance music']",-15.226923142076373,-13.813733515686152
boring,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Dance music']",-15.022224950668294,-13.813733515686152
vigilant,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Dance music']",-16.182393812270284,-13.813733515686152
jaunty,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Dance music']",-13.738633677942918,-13.813733515686152
trusting,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Dance music']",-16.660755394418096,-13.813733515686152
favorite,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Dance music']",-12.219457178411703,-13.813733515686152
virtuous,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Dance music']",-17.989090565368656,-13.813733515686152
honored,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Dance music']",-15.755639404196575,-13.813733515686152
euphoric,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Dance music']",-15.446353930299864,-13.813733515686152
sorrowful,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Classical music']",-14.459631634186122,-13.813733515686152
broken,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Classical music']",-14.12575773847184,-13.813733515686152
unhappy,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Classical music']",-15.226923142076373,-13.813733515686152
boring,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Classical music']",-15.022224950668294,-13.813733515686152
vigilant,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Classical music']",-16.182393812270284,-13.813733515686152
jaunty,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Classical music']",-13.738633677942918,-13.813733515686152
trusting,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Classical music']",-16.660755394418096,-13.813733515686152
favorite,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Classical music']",-12.219457178411703,-13.813733515686152
virtuous,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Classical music']",-17.989090565368656,-13.813733515686152
honored,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Classical music']",-15.755639404196575,-13.813733515686152
euphoric,"['Countries', 'Music']","['Democratic Republic Of The Congo', 'Classical music']",-15.446353930299864,-13.813733515686152
sorrowful,"['Countries', 'Music']","['Saint Helena', 'Rock music']",-14.459631634186122,-13.813733515686152
broken,"['Countries', 'Music']","['Saint Helena', 'Rock music']",-14.12575773847184,-13.813733515686152
unhappy,"['Countries', 'Music']","['Saint Helena', 'Rock music']",-15.226923142076373,-13.813733515686152
boring,"['Countries', 'Music']","['Saint Helena', 'Rock music']",-15.022224950668294,-13.813733515686152
vigilant,"['Countries', 'Music']","['Saint Helena', 'Rock music']",-16.182393812270284,-13.813733515686152
jaunty,"['Countries', 'Music']","['Saint Helena', 'Rock music']",-13.738633677942918,-13.813733515686152
trusting,"['Countries', 'Music']","['Saint Helena', 'Rock music']",-16.660755394418096,-13.813733515686152
favorite,"['Countries', 'Music']","['Saint Helena', 'Rock music']",-12.219457178411703,-13.813733515686152
virtuous,"['Countries', 'Music']","['Saint Helena', 'Rock music']",-17.989090565368656,-13.813733515686152
honored,"['Countries', 'Music']","['Saint Helena', 'Rock music']",-15.755639404196575,-13.813733515686152
euphoric,"['Countries', 'Music']","['Saint Helena', 'Rock music']",-15.446353930299864,-13.813733515686152
sorrowful,"['Countries', 'Music']","['Saint Helena', 'Alternative rock']",-14.459631634186122,-13.813733515686152
broken,"['Countries', 'Music']","['Saint Helena', 'Alternative rock']",-14.12575773847184,-13.813733515686152
unhappy,"['Countries', 'Music']","['Saint Helena', 'Alternative rock']",-15.226923142076373,-13.813733515686152
boring,"['Countries', 'Music']","['Saint Helena', 'Alternative rock']",-15.022224950668294,-13.813733515686152
vigilant,"['Countries', 'Music']","['Saint Helena', 'Alternative rock']",-16.182393812270284,-13.813733515686152
jaunty,"['Countries', 'Music']","['Saint Helena', 'Alternative rock']",-13.738633677942918,-13.813733515686152
trusting,"['Countries', 'Music']","['Saint Helena', 'Alternative rock']",-16.660755394418096,-13.813733515686152
favorite,"['Countries', 'Music']","['Saint Helena', 'Alternative rock']",-12.219457178411703,-13.813733515686152
virtuous,"['Countries', 'Music']","['Saint Helena', 'Alternative rock']",-17.989090565368656,-13.813733515686152
honored,"['Countries', 'Music']","['Saint Helena', 'Alternative rock']",-15.755639404196575,-13.813733515686152
euphoric,"['Countries', 'Music']","['Saint Helena', 'Alternative rock']",-15.446353930299864,-13.813733515686152
sorrowful,"['Countries', 'Music']","['Saint Helena', 'Dance music']",-14.459631634186122,-13.813733515686152
broken,"['Countries', 'Music']","['Saint Helena', 'Dance music']",-14.12575773847184,-13.813733515686152
unhappy,"['Countries', 'Music']","['Saint Helena', 'Dance music']",-15.226923142076373,-13.813733515686152
boring,"['Countries', 'Music']","['Saint Helena', 'Dance music']",-15.022224950668294,-13.813733515686152
vigilant,"['Countries', 'Music']","['Saint Helena', 'Dance music']",-16.182393812270284,-13.813733515686152
jaunty,"['Countries', 'Music']","['Saint Helena', 'Dance music']",-13.738633677942918,-13.813733515686152
trusting,"['Countries', 'Music']","['Saint Helena', 'Dance music']",-16.660755394418096,-13.813733515686152
favorite,"['Countries', 'Music']","['Saint Helena', 'Dance music']",-12.219457178411703,-13.813733515686152
virtuous,"['Countries', 'Music']","['Saint Helena', 'Dance music']",-17.989090565368656,-13.813733515686152
honored,"['Countries', 'Music']","['Saint Helena', 'Dance music']",-15.755639404196575,-13.813733515686152
euphoric,"['Countries', 'Music']","['Saint Helena', 'Dance music']",-15.446353930299864,-13.813733515686152
sorrowful,"['Countries', 'Music']","['Saint Helena', 'Classical music']",-14.459631634186122,-13.813733515686152
broken,"['Countries', 'Music']","['Saint Helena', 'Classical music']",-14.12575773847184,-13.813733515686152
unhappy,"['Countries', 'Music']","['Saint Helena', 'Classical music']",-15.226923142076373,-13.813733515686152
boring,"['Countries', 'Music']","['Saint Helena', 'Classical music']",-15.022224950668294,-13.813733515686152
